hgnc_symbol,PTMSEA,KEA3,UKA,KRSA,AverageScore,Presence
DAPK1,0.6666666666666666,0.4742857142857143,NA,0.01251303441084463,NA,NA
PRKAA2,0.2698412698412698,0.8885714285714286,NA,0.23774765380604795,NA,NA
CSNK2A1,0.6349206349206349,0.8371428571428572,NA,0.30031282586027114,NA,NA
PRKDC,0.6507936507936508,0.9314285714285714,NA,0.02502606882168926,NA,NA
ATM,0,0.5971428571428572,NA,0.4754953076120959,NA,NA
PAK2,0.746031746031746,0.4428571428571429,NA,0.9259645464025026,NA,NA
DYRK1A,0,0.6085714285714285,NA,0.913451511991658,NA,NA
PIM3,0.7619047619047619,NA,0.7534246575342466,0.8008342022940563,NA,NA
PASK,0,0.34,NA,0.3879040667361835,NA,NA
VRK1,0,0.4085714285714286,NA,0.1251303441084463,NA,NA
NEK6,0,0.8028571428571428,NA,0.11261730969760168,NA,NA
AKT3,0.2222222222222222,0.9085714285714286,NA,0.6131386861313869,NA,NA
AAK1,NA,0.09142857142857144,NA,0.67570385818561,NA,NA
ABL1,NA,0.9114285714285716,NA,NA,NA,NA
ABL2,NA,0.5942857142857143,NA,NA,NA,NA
ACVR1,NA,0.7342857142857143,NA,0.7883211678832117,NA,NA
ACVR1B,NA,0.3914285714285714,NA,0.7883211678832117,NA,NA
ACVR2B,NA,0.2857142857142857,NA,0.7883211678832117,NA,NA
ALK,NA,0.8514285714285714,NA,NA,NA,NA
ATR,NA,0.7685714285714286,0.6301369863013698,0.2127215849843587,NA,NA
AURKC,NA,0.3514285714285714,NA,0.8633993743482794,NA,NA
AXL,NA,0.3028571428571429,NA,NA,NA,NA
BLK,NA,0.16285714285714287,NA,NA,NA,NA
BMP2K,NA,0.03142857142857143,NA,0.67570385818561,NA,NA
BMPR1A,NA,0.4714285714285714,NA,0.7883211678832117,NA,NA
BMPR1B,NA,0.6428571428571429,NA,0.7883211678832117,NA,NA
BMPR2,NA,0.2885714285714286,NA,0.7883211678832117,NA,NA
BMX,NA,0.6342857142857142,NA,NA,NA,NA
BRSK1,NA,0.2542857142857143,NA,0.4254431699687174,NA,NA
BRSK2,NA,0.07714285714285714,NA,0.4254431699687174,NA,NA
BTK,NA,0.7428571428571429,NA,NA,NA,NA
BUB1,NA,0.3771428571428572,NA,NA,NA,NA
CAMK1,NA,0.7,NA,0.15015641293013557,NA,NA
CAMK1D,NA,0.19142857142857145,NA,0.15015641293013557,NA,NA
CAMK2A,NA,0.8914285714285715,NA,0.06256517205422316,NA,NA
CAMK2B,NA,0.6314285714285715,NA,0.06256517205422316,NA,NA
CAMK2D,NA,0.7257142857142858,NA,0.06256517205422316,NA,NA
CAMK2G,NA,0.9971428571428572,NA,0.06256517205422316,NA,NA
CAMK4,NA,0.6885714285714286,0.7397260273972602,0.15015641293013557,NA,NA
CAMKK1,NA,0.5314285714285715,0.7397260273972602,0.40041710114702816,NA,NA
CAMKK2,NA,0.68,NA,0.40041710114702816,NA,NA
CDC42BPA,NA,0.11428571428571428,NA,0.9009384775808134,NA,NA
CDC7,NA,0.37142857142857144,NA,NA,NA,NA
CDK11A,NA,0.01714285714285714,NA,0.8884254431699687,NA,NA
CDK12,NA,0.04857142857142857,NA,0.8884254431699687,NA,NA
CDK15,NA,0.13714285714285715,0.7671232876712328,0.8884254431699687,NA,NA
CDK16,NA,0.15142857142857144,NA,0.8884254431699687,NA,NA
CDK18,NA,0.15428571428571428,NA,0.8884254431699687,NA,NA
CDK19,NA,0.28285714285714286,NA,0.8884254431699687,NA,NA
CDK20,NA,0.31142857142857144,NA,0.8884254431699687,NA,NA
CDK8,NA,0.5171428571428571,NA,0.8884254431699687,NA,NA
CDKL3,NA,0.08,NA,NA,NA,NA
CDKL5,NA,0.7371428571428571,0.0547945205479452,NA,NA,NA
CHUK,NA,0.8942857142857142,NA,0.26277372262773724,NA,NA
CLK1,NA,0.4514285714285714,NA,0.4880083420229406,NA,NA
CLK2,NA,0.6571428571428571,NA,0.4880083420229406,NA,NA
CLK3,NA,0.3142857142857143,NA,0.4880083420229406,NA,NA
CLK4,NA,0.03714285714285714,NA,0.4880083420229406,NA,NA
CSF1R,NA,0.24571428571428572,NA,NA,NA,NA
CSK,NA,0.4971428571428571,NA,NA,NA,NA
CSNK1A1,NA,0.6171428571428571,0.3561643835616438,0.8258602711157456,NA,NA
CSNK1A1L,NA,0.00285714285714285,NA,0.8258602711157456,NA,NA
CSNK1D,NA,0.7228571428571429,NA,0.8258602711157456,NA,NA
CSNK1E,NA,0.5685714285714286,0.7123287671232876,0.8258602711157456,NA,NA
CSNK1G1,NA,0.3314285714285714,NA,0.8258602711157456,NA,NA
CSNK1G2,NA,0.2571428571428571,NA,0.8258602711157456,NA,NA
CSNK1G3,NA,0.14285714285714285,NA,0.8258602711157456,NA,NA
CSNK2A2,NA,0.5714285714285714,NA,0.30031282586027114,NA,NA
DCLK1,NA,0.6514285714285715,NA,NA,NA,NA
DDR1,NA,0.8428571428571429,NA,NA,NA,NA
DDR2,NA,0.5,NA,NA,NA,NA
DMPK,NA,0.9371428571428572,NA,0.9009384775808134,NA,NA
DYRK1B,NA,0.9171428571428571,NA,0.913451511991658,NA,NA
DYRK2,NA,0.6285714285714286,NA,0.913451511991658,NA,NA
DYRK3,NA,0.35428571428571426,NA,0.913451511991658,NA,NA
DYRK4,NA,0.7542857142857143,NA,0.913451511991658,NA,NA
EEF2K,NA,0.5371428571428571,NA,NA,NA,NA
EGFR,NA,0.72,NA,NA,NA,NA
EIF2AK1,NA,0.05142857142857143,NA,0.5755995828988529,NA,NA
EIF2AK2,NA,0.5228571428571429,NA,0.5755995828988529,NA,NA
EIF2AK3,NA,0.00857142857142857,NA,0.5755995828988529,NA,NA
EPHA2,NA,0.04,NA,NA,NA,NA
EPHA3,NA,0.4257142857142857,NA,NA,NA,NA
EPHA4,NA,0.02857142857142857,NA,NA,NA,NA
EPHA8,NA,0.01142857142857142,NA,NA,NA,NA
EPHB1,NA,0.03428571428571429,NA,NA,NA,NA
EPHB2,NA,0.19428571428571428,NA,NA,NA,NA
EPHB3,NA,0.32571428571428573,NA,NA,NA,NA
ERBB2,NA,0.86,NA,NA,NA,NA
ERBB4,NA,0.2257142857142857,NA,NA,NA,NA
FASTK,NA,0.2057142857142857,NA,NA,NA,NA
FER,NA,0.9485714285714286,NA,NA,NA,NA
FES,NA,0.12857142857142856,NA,NA,NA,NA
FGFR1,NA,0.4685714285714286,NA,NA,NA,NA
FGFR2,NA,0.4371428571428572,NA,NA,NA,NA
FGFR3,NA,0.4457142857142858,NA,NA,NA,NA
FGFR4,NA,0.6914285714285714,NA,NA,NA,NA
FGR,NA,0.8428571428571429,NA,NA,NA,NA
FLT1,NA,0.07428571428571429,NA,NA,NA,NA
FLT3,NA,0.3857142857142858,NA,NA,NA,NA
FLT4,NA,0.13142857142857142,NA,NA,NA,NA
FRK,NA,0.33714285714285713,NA,NA,NA,NA
FYN,NA,0.8171428571428572,NA,NA,NA,NA
GRK1,NA,0.23142857142857143,NA,0.35036496350364965,NA,NA
GRK2,NA,0.9257142857142856,NA,NA,NA,NA
GRK3,NA,0.5314285714285715,NA,0.22523461939520337,NA,NA
GRK5,NA,0.7742857142857142,NA,0.35036496350364965,NA,NA
GRK6,NA,0.5571428571428572,NA,0.35036496350364965,NA,NA
GSK3A,NA,0.7971428571428572,NA,0.7382690302398331,NA,NA
HASPIN,NA,0.26857142857142857,NA,NA,NA,NA
HCK,NA,0.5257142857142857,NA,NA,NA,NA
HIPK1,NA,0.7285714285714285,NA,0.913451511991658,NA,NA
HIPK2,NA,0.5285714285714286,NA,0.913451511991658,NA,NA
HIPK3,NA,0.1,NA,0.913451511991658,NA,NA
HIPK4,NA,0.8228571428571428,NA,0.913451511991658,NA,NA
CILK1,NA,0.18,NA,NA,NA,NA
IGF1R,NA,0.62,NA,NA,NA,NA
IKBKB,NA,0.9028571428571428,0.5205479452054794,0.26277372262773724,NA,NA
IKBKE,NA,0.9542857142857144,NA,0.26277372262773724,NA,NA
ILK,NA,0.6742857142857143,NA,0.36287799791449427,NA,NA
INSR,NA,0.62,NA,NA,NA,NA
IRAK1,NA,0.3857142857142858,NA,0.337851929092805,NA,NA
IRAK3,NA,0.1742857142857143,NA,0.337851929092805,NA,NA
IRAK4,NA,0.10285714285714286,NA,0.337851929092805,NA,NA
ITK,NA,0.4342857142857143,NA,NA,NA,NA
JAK1,NA,0.36,NA,NA,NA,NA
JAK2,NA,0.8371428571428572,NA,NA,NA,NA
JAK3,NA,0.48857142857142855,NA,NA,NA,NA
KDR,NA,0.08571428571428572,NA,NA,NA,NA
KIT,NA,0.26857142857142857,NA,NA,NA,NA
KSR1,NA,0.4057142857142857,NA,0.10010427528675704,NA,NA
KSR2,NA,0.7914285714285715,NA,0.10010427528675704,NA,NA
LATS1,NA,0.40285714285714286,NA,0.5505735140771637,NA,NA
LATS2,NA,0.7057142857142857,NA,0.5505735140771637,NA,NA
LCK,NA,0.7828571428571428,NA,NA,NA,NA
LIMK1,NA,0.17714285714285713,NA,NA,NA,NA
LIMK2,NA,0.3457142857142857,NA,NA,NA,NA
LRRK2,NA,0.3942857142857143,NA,NA,NA,NA
LYN,NA,0.6714285714285714,NA,NA,NA,NA
MAK,NA,0.14,NA,NA,NA,NA
MAP2K1,NA,0.94,NA,0.7632950990615224,NA,NA
MAP2K2,NA,0.46,NA,0.7632950990615224,NA,NA
MAP2K3,NA,0.52,NA,0.7632950990615224,NA,NA
MAP2K4,NA,0.56,NA,0.7632950990615224,NA,NA
MAP2K6,NA,0.3771428571428572,NA,0.7632950990615224,NA,NA
MAP2K7,NA,0.5,NA,0.7632950990615224,NA,NA
MAP3K1,NA,0.24,NA,0.7007299270072993,NA,NA
MAP3K10,NA,0.12571428571428572,NA,0.36287799791449427,NA,NA
MAP3K11,NA,0.32285714285714284,NA,0.36287799791449427,NA,NA
MAP3K13,NA,0.17142857142857143,NA,0.36287799791449427,NA,NA
MAP3K14,NA,0.5971428571428572,NA,0.5005213764337852,NA,NA
MAP3K20,NA,0.4828571428571429,NA,NA,NA,NA
MAP3K3,NA,0.18285714285714288,NA,0.7007299270072993,NA,NA
MAP3K4,NA,0.2171428571428571,NA,0.7007299270072993,NA,NA
MAP3K5,NA,0.7028571428571428,NA,0.7007299270072993,NA,NA
MAP3K6,NA,0.37142857142857144,NA,0.7007299270072993,NA,NA
MAP3K7,NA,0.6142857142857143,NA,0.7007299270072993,NA,NA
MAP4K1,NA,0.13428571428571429,NA,0.5130344108446299,NA,NA
MAP4K2,NA,0.34285714285714286,NA,0.5130344108446299,NA,NA
MAP4K3,NA,0.09714285714285714,NA,0.5130344108446299,NA,NA
MAP4K4,NA,0.06571428571428571,NA,0.13764337851929093,NA,NA
MAP4K5,NA,0.5914285714285714,NA,0.5130344108446299,NA,NA
MAPK10,NA,0.5828571428571429,0.1917808219178082,0.9885297184567258,NA,NA
MAPK11,NA,0.74,0.2602739726027397,0.9635036496350364,NA,NA
MAPK12,NA,0.6485714285714286,0.0273972602739726,0.9635036496350364,NA,NA
MAPK13,NA,0.5428571428571428,0.273972602739726,0.9635036496350364,NA,NA
MAPK15,NA,0.29428571428571426,NA,0.9760166840458812,NA,NA
MAPK6,NA,0.2257142857142857,NA,0.9760166840458812,NA,NA
MAPK7,NA,0.6771428571428572,0.0136986301369863,0.9760166840458812,NA,NA
MAPK9,NA,0.7942857142857143,0.2876712328767123,0.9885297184567258,NA,NA
MAPKAPK3,NA,0.09428571428571428,0.5616438356164384,0.5380604796663191,NA,NA
MAPKAPK5,NA,0.8742857142857143,NA,0.5380604796663191,NA,NA
MARK2,NA,0.5514285714285714,NA,NA,NA,NA
MARK3,NA,0.4142857142857143,NA,NA,NA,NA
MARK4,NA,0.01428571428571428,NA,NA,NA,NA
MAST1,NA,0.2057142857142857,NA,NA,NA,NA
MAST2,NA,0.05428571428571428,NA,NA,NA,NA
MATK,NA,0.29714285714285715,NA,NA,NA,NA
MELK,NA,0.21428571428571427,NA,0.31282586027111575,NA,NA
MERTK,NA,0.46285714285714286,NA,NA,NA,NA
MET,NA,0.5828571428571429,NA,NA,NA,NA
MKNK1,NA,0.42,NA,0.5380604796663191,NA,NA
MKNK2,NA,0.23142857142857143,NA,0.5380604796663191,NA,NA
MOK,NA,0.26,NA,NA,NA,NA
MOS,NA,0.08285714285714285,NA,0.4504692387904067,NA,NA
MST1R,NA,0.16,NA,NA,NA,NA
MTOR,NA,0.58,0.3013698630136986,0.17518248175182485,NA,NA
MYLK2,NA,0.28,NA,0.27528675703858185,NA,NA
MYO3A,NA,0.11714285714285716,NA,NA,NA,NA
NEK10,NA,0.10857142857142855,NA,NA,NA,NA
NEK11,NA,0.05714285714285714,NA,0.11261730969760168,NA,NA
NEK3,NA,0.3485714285714286,NA,0.11261730969760168,NA,NA
NEK4,NA,0.3342857142857143,NA,0.11261730969760168,NA,NA
NEK8,NA,0.23714285714285716,NA,0.11261730969760168,NA,NA
NEK9,NA,0.5628571428571428,NA,0.11261730969760168,NA,NA
NIM1K,NA,0.12285714285714286,NA,NA,NA,NA
NLK,NA,0.54,NA,0.9509906152241918,NA,NA
NPR2,NA,0.6057142857142858,NA,NA,NA,NA
NRBP2,NA,0.24571428571428572,NA,NA,NA,NA
NTRK1,NA,0.6114285714285714,NA,NA,NA,NA
NTRK2,NA,0.06,NA,NA,NA,NA
NTRK3,NA,0.24285714285714283,NA,NA,NA,NA
NUAK1,NA,0.45714285714285713,0.136986301369863,0.6256517205422315,NA,NA
NUAK2,NA,0.2,NA,0.6256517205422315,NA,NA
OXSR1,NA,0.14857142857142858,NA,0.32533889468196037,NA,NA
PAK3,NA,0.4,NA,0.9259645464025026,NA,NA
PAK4,NA,0.8314285714285714,NA,0.6381647549530761,NA,NA
PAK5,NA,0.02285714285714285,NA,0.6381647549530761,NA,NA
PAK6,NA,0.5057142857142857,NA,0.6381647549530761,NA,NA
PBK,NA,0.6942857142857143,NA,NA,NA,NA
PDGFRA,NA,0.36,NA,NA,NA,NA
PDGFRB,NA,0.42,NA,NA,NA,NA
PDIK1L,NA,0.08857142857142856,NA,NA,NA,NA
PDK1,NA,0.5085714285714286,NA,0.8133472367049009,NA,NA
PDPK1,NA,0.5885714285714285,NA,0.8133472367049009,NA,NA
PIK3CA,NA,0.21142857142857144,NA,NA,NA,NA
PIK3CB,NA,0.00571428571428571,NA,NA,NA,NA
PIK3CG,NA,0.06285714285714286,NA,NA,NA,NA
PIK3R4,NA,0.3942857142857143,NA,NA,NA,NA
PINK1,NA,0.4742857142857143,NA,NA,NA,NA
PKMYT1,NA,0.11142857142857145,NA,NA,NA,NA
PLK1,NA,0.8485714285714285,NA,0.8759124087591241,NA,NA
PLK2,NA,0.4457142857142858,NA,0.8759124087591241,NA,NA
PLK3,NA,0.9,NA,0.8759124087591241,NA,NA
PLK4,NA,0.5514285714285714,NA,0.8759124087591241,NA,NA
PNCK,NA,0.3657142857142857,NA,0.15015641293013557,NA,NA
PRKCH,NA,0.5142857142857142,0.8767123287671232,0.7507820646506778,NA,NA
PRKD2,NA,0.42857142857142855,NA,0.6882168925964547,NA,NA
PRKD3,NA,0.3771428571428572,NA,0.6882168925964547,NA,NA
PRKX,NA,0.27714285714285714,0.8356164383561644,0.9384775808133472,NA,NA
PRKY,NA,0.4828571428571429,0.3972602739726027,0.9384775808133472,NA,NA
PRPF4B,NA,0.4657142857142857,NA,0.913451511991658,NA,NA
PTK2,NA,0.5485714285714286,NA,NA,NA,NA
PTK2B,NA,0.9228571428571428,NA,NA,NA,NA
PTK6,NA,0.6971428571428572,NA,NA,NA,NA
PXK,NA,0.6428571428571429,NA,NA,NA,NA
RET,NA,0.7142857142857143,NA,NA,NA,NA
RIOK1,NA,0.10571428571428572,NA,NA,NA,NA
RIPK1,NA,0.15714285714285714,NA,0.03753910323253389,NA,NA
RIPK2,NA,0.29714285714285715,NA,0.03753910323253389,NA,NA
RIPK3,NA,0.8514285714285714,NA,0.03753910323253389,NA,NA
ROCK2,NA,0.35428571428571426,0.1780821917808219,0.9009384775808134,NA,NA
RPS6KA4,NA,0.8685714285714285,0.958904109589041,0.6006256517205423,NA,NA
RPS6KB2,NA,0.5457142857142857,0.863013698630137,0.6006256517205423,NA,NA
RPS6KL1,NA,0.2228571428571429,NA,NA,NA,NA
SCYL1,NA,0.02571428571428571,NA,NA,NA,NA
SCYL2,NA,0.6371428571428571,NA,NA,NA,NA
SCYL3,NA,0.1457142857142857,NA,NA,NA,NA
SGK2,NA,0.5628571428571428,0.684931506849315,0.18769551616266944,NA,NA
SGK3,NA,0.7314285714285714,0.684931506849315,0.18769551616266944,NA,NA
SIK1,NA,0.20285714285714285,0.6027397260273972,0.07507820646506778,NA,NA
SIK2,NA,0.07142857142857142,NA,0.07507820646506778,NA,NA
SMG1,NA,0.02,NA,NA,NA,NA
SNRK,NA,0.26571428571428574,NA,NA,NA,NA
SRC,NA,0.9628571428571427,NA,NA,NA,NA
SRMS,NA,0.44,NA,NA,NA,NA
SRPK1,NA,0.4142857142857143,NA,NA,NA,NA
SRPK2,NA,0.7457142857142857,NA,NA,NA,NA
STK10,NA,0.16857142857142857,NA,0.4254431699687174,NA,NA
STK11,NA,0.66,NA,0.3753910323253389,NA,NA
STK16,NA,0.8342857142857143,NA,0.67570385818561,NA,NA
STK17A,NA,0.6257142857142857,NA,0.01251303441084463,NA,NA
STK24,NA,0.4114285714285714,NA,NA,NA,NA
STK25,NA,0.3028571428571429,NA,NA,NA,NA
STK26,NA,0.22,NA,NA,NA,NA
STK3,NA,0.8228571428571428,NA,0.28779979144942647,NA,NA
STK33,NA,0.12,NA,NA,NA,NA
STK36,NA,0.25142857142857145,NA,0.4129301355578728,NA,NA
STK38,NA,0.3171428571428571,NA,0.5505735140771637,NA,NA
STK38L,NA,0.4942857142857143,NA,0.5505735140771637,NA,NA
STK39,NA,0.5771428571428572,NA,0.32533889468196037,NA,NA
STK4,NA,0.5971428571428572,NA,0.28779979144942647,NA,NA
STK40,NA,0.26,NA,NA,NA,NA
STYK1,NA,0.2742857142857143,NA,NA,NA,NA
SYK,NA,0.88,NA,NA,NA,NA
TAOK1,NA,0.06857142857142857,NA,0.4629822732012513,NA,NA
TBK1,NA,0.8085714285714286,NA,0.26277372262773724,NA,NA
TEC,NA,0.43142857142857144,NA,NA,NA,NA
TEK,NA,0.04571428571428571,NA,NA,NA,NA
TESK1,NA,0.19714285714285715,NA,NA,NA,NA
TESK2,NA,0.7171428571428572,NA,NA,NA,NA
TGFBR1,NA,0.32857142857142857,NA,0.7883211678832117,NA,NA
TGFBR2,NA,0.7457142857142857,NA,0.7883211678832117,NA,NA
TLK1,NA,0.2914285714285714,NA,0.6506777893639207,NA,NA
TNIK,NA,0.04285714285714286,NA,0.13764337851929093,NA,NA
TNK2,NA,0.8085714285714286,NA,NA,NA,NA
TNNI3K,NA,0.4742857142857143,NA,0.36287799791449427,NA,NA
TP53RK,NA,0,NA,0.5255474452554745,NA,NA
TRIB3,NA,0.48857142857142855,NA,NA,NA,NA
TRPM7,NA,0.30857142857142855,NA,NA,NA,NA
TTK,NA,0.4542857142857143,NA,0.6506777893639207,NA,NA
TXK,NA,0.1657142857142857,NA,NA,NA,NA
TYK2,NA,0.5742857142857143,NA,NA,NA,NA
TYRO3,NA,0.5114285714285715,NA,NA,NA,NA
UHMK1,NA,0.6371428571428571,NA,NA,NA,NA
ULK1,NA,0.3171428571428571,NA,0.4129301355578728,NA,NA
VRK3,NA,0.18285714285714288,NA,0.8258602711157456,NA,NA
WEE1,NA,0.7085714285714285,NA,NA,NA,NA
WNK1,NA,0.6628571428571428,NA,0.2502606882168926,NA,NA
YES1,NA,0.6657142857142857,NA,NA,NA,NA
ZAP70,NA,0.7571428571428571,NA,NA,NA,NA
CDK10,NA,NA,0.7808219178082192,0.8884254431699687,NA,NA
CDK17,NA,NA,0.3698630136986301,0.8884254431699687,NA,NA
NPR1,NA,NA,0.2328767123287671,0,NA,NA
COQ8A,NA,NA,0.2191780821917808,NA,NA,NA
CDKL1,NA,NA,0.0684931506849315,NA,NA,NA
CDKL2,NA,NA,0,NA,NA,NA
MAPK4,NA,NA,NA,0.9760166840458812,NA,NA
PLK5,NA,NA,NA,0.8759124087591241,NA,NA
TTBK1,NA,NA,NA,0.8258602711157456,NA,NA
TTBK2,NA,NA,NA,0.8258602711157456,NA,NA
CDC42BPB,NA,NA,NA,0.9009384775808134,NA,NA
CDC42BPG,NA,NA,NA,0.9009384775808134,NA,NA
CIT,NA,NA,NA,0.9009384775808134,NA,NA
MAP2K5,NA,NA,NA,0.7632950990615224,NA,NA
CDK11B,NA,NA,NA,0.8884254431699687,NA,NA
CDK13,NA,NA,NA,0.8884254431699687,NA,NA
CDK14,NA,NA,NA,0.8884254431699687,NA,NA
ACVR1C,NA,NA,NA,0.7883211678832117,NA,NA
ACVR2A,NA,NA,NA,0.7883211678832117,NA,NA
ACVRL1,NA,NA,NA,0.7883211678832117,NA,NA
AMHR2,NA,NA,NA,0.7883211678832117,NA,NA
MAP3K15,NA,NA,NA,0.7007299270072993,NA,NA
MAP3K2,NA,NA,NA,0.7007299270072993,NA,NA
GAK,NA,NA,NA,0.67570385818561,NA,NA
TLK2,NA,NA,NA,0.6506777893639207,NA,NA
PKN2,NA,NA,NA,0.20020855057351408,NA,NA
PKN3,NA,NA,NA,0.20020855057351408,NA,NA
EIF2AK4,NA,NA,NA,0.5755995828988529,NA,NA
TAOK2,NA,NA,NA,0.4629822732012513,NA,NA
TAOK3,NA,NA,NA,0.4629822732012513,NA,NA
ULK2,NA,NA,NA,0.4129301355578728,NA,NA
ULK3,NA,NA,NA,0.4129301355578728,NA,NA
ULK4,NA,NA,NA,0.4129301355578728,NA,NA
GRK4,NA,NA,NA,0.35036496350364965,NA,NA
GRK7,NA,NA,NA,0.35036496350364965,NA,NA
SLK,NA,NA,NA,0.4254431699687174,NA,NA
CSNK2A3,NA,NA,NA,0.30031282586027114,NA,NA
IRAK2,NA,NA,NA,0.337851929092805,NA,NA
MAP3K12,NA,NA,NA,0.36287799791449427,NA,NA
MAP3K9,NA,NA,NA,0.36287799791449427,NA,NA
PHKG1,NA,NA,NA,0.5881126173096975,NA,NA
PHKG2,NA,NA,NA,0.5881126173096975,NA,NA
WNK2,NA,NA,NA,0.2502606882168926,NA,NA
WNK3,NA,NA,NA,0.2502606882168926,NA,NA
WNK4,NA,NA,NA,0.2502606882168926,NA,NA
RPS6KA6,NA,NA,NA,0.6006256517205423,NA,NA
MYLK,NA,NA,NA,0.27528675703858185,NA,NA
TTN,NA,NA,NA,0.27528675703858185,NA,NA
